Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryDays,On_time_delivery,LateDelivery
2025-02-07,South,Laptop,16,172.89,Store B,Wholesale,0.15,Diana,2351.304,Credit Card,FREESHIP,1,REG101311,Cust 9628,41.87,2025-02-07,2025-02-15,Sophie,8,False,True
2023-10-18,North,Phone,5,48.06,Store A,Wholesale,0.0,Alice,240.3,Gift Card,FREESHIP,0,REG101312,Cust 3831,19.17,2023-10-18,2023-10-26,Ryan,8,False,True
2024-01-02,Central,Desk,7,55.76,Store C,Wholesale,0.1,Alice,351.288,Online,,0,REG101313,Cust 7955,38.98,2024-01-02,2024-01-11,Cameron,9,False,True
2025-03-08,South,Laptop,4,24.58,Store B,Wholesale,0.15,Carlos,83.57199999999999,Debit Card,WINTER15,0,REG101314,Cust 3939,39.87,2025-03-08,2025-03-17,Sophie,9,False,True
2023-11-15,North,Tablet,17,275.89,Store B,Wholesale,0.1,Bob,4221.117,Gift Card,FREESHIP,0,REG101316,Cust 2477,15.43,2023-11-15,2023-11-22,Ryan,7,False,True
2024-02-10,West,Desk,9,130.57,Store C,Wholesale,0.1,Eva,1057.617,Cash,WINTER15,0,REG101317,Cust 3781,37.14,2024-02-10,2024-02-17,Wendy,7,False,True
2025-04-09,West,Monitor,12,312.72,Store C,Retail,0.0,Eva,3752.64,Gift Card,,0,REG101318,Cust 2641,18.46,2025-04-09,2025-04-19,Wendy,10,False,True
2023-03-19,East,Phone,13,374.05,Store D,Wholesale,0.05,Diana,4619.5175,Debit Card,FREESHIP,0,REG101320,Cust 4494,26.32,2023-03-19,2023-03-26,Eric,7,False,True
2025-05-15,East,Chair,10,492.24,Store A,Retail,0.0,Alice,4922.4,Gift Card,WINTER15,0,REG101323,Cust 4732,38.89,2025-05-15,2025-05-22,Eric,7,False,True
2024-02-06,South,Desk,17,141.76,Store D,Wholesale,0.1,Bob,2168.928,Cash,WINTER15,1,REG101325,Cust 2165,9.98,2024-02-06,2024-02-14,Sophie,8,False,True
2024-02-19,North,Tablet,18,203.73,Store B,Wholesale,0.0,Carlos,3667.14,Gift Card,SAVE10,1,REG101328,Cust 5249,24.98,2024-02-19,2024-02-28,Ryan,9,False,True
2023-05-07,North,Phone,7,82.91,Store A,Retail,0.05,Eva,551.3515,Debit Card,WINTER15,1,REG101331,Cust 7703,17.03,2023-05-07,2023-05-17,Ryan,10,False,True
2023-12-12,North,Phone,13,468.16,Store B,Retail,0.15,Alice,5173.168,Cash,SAVE10,0,REG101332,Cust 8367,29.11,2023-12-12,2023-12-21,Ryan,9,False,True
2024-03-29,East,Chair,1,378.36,Store A,Retail,0.05,Eva,359.442,Cash,,0,REG101334,Cust 4732,7.59,2024-03-29,2024-04-07,Eric,9,False,True
2024-07-28,West,Tablet,6,61.06,Store D,Wholesale,0.0,Bob,366.36,Debit Card,SAVE10,1,REG101335,Cust 1007,49.09,2024-07-28,2024-08-05,Wendy,8,False,True
2024-07-11,South,Tablet,14,98.06,Store A,Wholesale,0.1,Alice,1235.556,Debit Card,SAVE10,1,REG101336,Cust 1946,10.34,2024-07-11,2024-07-21,Sophie,10,False,True
2024-07-05,West,Laptop,16,123.86,Store A,Wholesale,0.15,Alice,1684.496,Gift Card,,1,REG101337,Cust 6347,18.02,2024-07-05,2024-07-14,Wendy,9,False,True
2023-09-08,East,Tablet,20,293.94,Store B,Retail,0.15,Alice,4996.98,Credit Card,SAVE10,0,REG101341,Cust 5690,9.29,2023-09-08,2023-09-15,Eric,7,False,True
2023-08-03,South,Chair,5,163.55,Store D,Retail,0.05,Frank,776.8625,Cash,,0,REG101343,Cust 7676,28.9,2023-08-03,2023-08-10,Sophie,7,False,True
2025-02-11,North,Monitor,12,141.61,Store B,Wholesale,0.0,Frank,1699.32,Credit Card,WINTER15,0,REG101344,Cust 4442,11.72,2025-02-11,2025-02-21,Ryan,10,False,True
2024-02-05,Central,Monitor,14,463.96,Store D,Retail,0.15,Diana,5521.124,Gift Card,,0,REG101346,Cust 7832,29.19,2024-02-05,2024-02-14,Cameron,9,False,True
2024-03-17,South,Desk,10,68.27,Store A,Wholesale,0.15,Diana,580.295,Credit Card,,0,REG101347,Cust 7753,24.33,2024-03-17,2024-03-27,Sophie,10,False,True
2023-03-31,North,Tablet,9,78.8,Store D,Retail,0.1,Alice,638.28,Online,FREESHIP,0,REG101349,Cust 9878,9.29,2023-03-31,2023-04-10,Ryan,10,False,True
2024-03-21,North,Tablet,20,336.29,Store C,Retail,0.0,Eva,6725.8,Gift Card,FREESHIP,0,REG101353,Cust 4389,25.02,2024-03-21,2024-03-30,Ryan,9,False,True
2025-05-05,North,Monitor,1,21.75,Store C,Retail,0.0,Alice,21.75,Cash,FREESHIP,0,REG101355,Cust 6509,7.35,2025-05-05,2025-05-14,Ryan,9,False,True
2023-02-08,West,Tablet,13,149.16,Store C,Retail,0.1,Eva,1745.172,Cash,,1,REG101356,Cust 4270,20.9,2023-02-08,2023-02-16,Wendy,8,False,True
2023-05-26,Central,Chair,7,220.9,Store A,Wholesale,0.15,Bob,1314.355,Gift Card,FREESHIP,0,REG101357,Cust 4414,15.25,2023-05-26,2023-06-05,Cameron,10,False,True
2024-07-15,East,Chair,1,364.27,Store A,Retail,0.1,Alice,327.843,Debit Card,WINTER15,0,REG101358,Cust 6409,8.91,2024-07-15,2024-07-22,Eric,7,False,True
2024-12-18,North,Monitor,9,306.42,Store C,Wholesale,0.0,Bob,2757.78,Online,,0,REG101359,Cust 1621,15.81,2024-12-18,2024-12-27,Ryan,9,False,True
2024-09-29,North,Tablet,18,589.0,Store B,Wholesale,0.1,Diana,9541.8,Cash,WINTER15,0,REG101360,Cust 6790,37.78,2024-09-29,2024-10-08,Ryan,9,False,True
2024-10-25,South,Desk,16,249.45,Store C,Wholesale,0.1,Alice,3592.08,Cash,FREESHIP,0,REG101361,Cust 4045,20.92,2024-10-25,2024-11-01,Sophie,7,False,True
2025-01-06,North,Monitor,20,440.32,Store C,Retail,0.05,Alice,8366.08,Debit Card,SAVE10,1,REG101362,Cust 1258,6.17,2025-01-06,2025-01-16,Ryan,10,False,True
2024-03-30,South,Monitor,2,441.18,Store B,Retail,0.15,Bob,750.006,Cash,,1,REG101365,Cust 9881,23.07,2024-03-30,2024-04-06,Sophie,7,False,True
2025-01-06,North,Printer,13,483.63,Store A,Retail,0.05,Carlos,5972.830499999999,Cash,FREESHIP,0,REG101367,Cust 9189,18.22,2025-01-06,2025-01-15,Ryan,9,False,True
2024-02-07,East,Printer,10,452.21,Store A,Retail,0.1,Eva,4069.889999999999,Cash,WINTER15,0,REG101369,Cust 8707,15.87,2024-02-07,2024-02-17,Eric,10,False,True
2023-08-24,East,Laptop,4,520.0,Store A,Retail,0.0,Eva,2080.0,Credit Card,WINTER15,0,REG101371,Cust 6036,18.25,2023-08-24,2023-09-02,Eric,9,False,True
2023-05-12,South,Tablet,4,397.02,Store A,Wholesale,0.0,Frank,1588.08,Cash,FREESHIP,0,REG101374,Cust 5420,23.25,2023-05-12,2023-05-20,Sophie,8,False,True
2023-04-23,Central,Tablet,9,340.44,Store D,Retail,0.05,Carlos,2910.762,Debit Card,FREESHIP,1,REG101376,Cust 4365,36.68,2023-04-23,2023-05-03,Cameron,10,False,True
2025-05-11,North,Phone,13,169.39,Store B,Wholesale,0.15,Diana,1871.7595,Credit Card,,0,REG101378,Cust 9020,6.81,2025-05-11,2025-05-21,Ryan,10,False,True
2024-12-23,West,Tablet,10,170.72,Store A,Wholesale,0.05,Frank,1621.84,Online,FREESHIP,0,REG101379,Cust 2667,29.18,2024-12-23,2025-01-02,Wendy,10,False,True
2023-08-20,West,Desk,9,323.77,Store A,Wholesale,0.15,Carlos,2476.8405,Debit Card,,0,REG101380,Cust 6158,6.36,2023-08-20,2023-08-28,Wendy,8,False,True
2024-01-16,Central,Phone,4,78.05,Store A,Retail,0.0,Carlos,312.2,Credit Card,,0,REG101382,Cust 8572,14.03,2024-01-16,2024-01-24,Cameron,8,False,True
2024-05-29,East,Tablet,6,57.4,Store C,Wholesale,0.1,Eva,309.96,Debit Card,FREESHIP,0,REG101383,Cust 1043,26.42,2024-05-29,2024-06-08,Eric,10,False,True
2024-08-17,East,Phone,7,106.88,Store C,Retail,0.05,Diana,710.752,Cash,WINTER15,1,REG101386,Cust 4390,26.12,2024-08-17,2024-08-24,Eric,7,False,True
2024-06-02,South,Printer,2,250.98,Store B,Wholesale,0.1,Eva,451.764,Online,WINTER15,0,REG101387,Cust 9451,18.8,2024-06-02,2024-06-12,Sophie,10,False,True
2023-03-31,South,Monitor,8,591.29,Store C,Retail,0.1,Diana,4257.288,Credit Card,,1,REG101388,Cust 5335,45.14,2023-03-31,2023-04-10,Sophie,10,False,True
2023-03-13,North,Printer,12,260.76,Store C,Wholesale,0.15,Carlos,2659.752,Online,,0,REG101391,Cust 9436,20.92,2023-03-13,2023-03-22,Ryan,9,False,True
2024-06-05,North,Chair,5,473.28,Store A,Retail,0.0,Diana,2366.4,Credit Card,SAVE10,1,REG101393,Cust 5620,30.69,2024-06-05,2024-06-15,Ryan,10,False,True
2024-09-21,North,Phone,10,269.29,Store C,Retail,0.0,Eva,2692.9,Debit Card,SAVE10,0,REG101395,Cust 8828,14.09,2024-09-21,2024-09-30,Ryan,9,False,True
2025-06-22,East,Tablet,5,414.58,Store B,Retail,0.1,Diana,1865.61,Gift Card,,0,REG101402,Cust 2571,14.98,2025-06-22,2025-07-01,Eric,9,False,True
2025-01-19,Central,Tablet,4,68.04,Store C,Wholesale,0.0,Bob,272.16,Online,FREESHIP,0,REG101403,Cust 6301,18.72,2025-01-19,2025-01-28,Cameron,9,False,True
2023-09-18,South,Printer,14,268.32,Store D,Retail,0.0,Frank,3756.48,Online,WINTER15,0,REG101407,Cust 7302,43.14,2023-09-18,2023-09-27,Sophie,9,False,True
2025-04-05,Central,Tablet,19,350.12,Store D,Retail,0.05,Alice,6319.665999999999,Credit Card,FREESHIP,0,REG101408,Cust 6716,48.98,2025-04-05,2025-04-13,Cameron,8,False,True
2024-06-28,East,Monitor,1,577.07,Store C,Wholesale,0.05,Frank,548.2165,Online,WINTER15,0,REG101410,Cust 4652,22.97,2024-06-28,2024-07-06,Eric,8,False,True
2025-05-07,East,Laptop,1,421.26,Store D,Retail,0.1,Eva,379.134,Debit Card,FREESHIP,0,REG101413,Cust 1287,36.34,2025-05-07,2025-05-15,Eric,8,False,True
2024-06-24,South,Laptop,19,254.03,Store C,Wholesale,0.0,Frank,4826.57,Online,SAVE10,1,REG101415,Cust 4018,11.21,2024-06-24,2024-07-02,Sophie,8,False,True
2024-04-01,West,Desk,7,241.35,Store B,Wholesale,0.1,Diana,1520.505,Credit Card,SAVE10,0,REG101417,Cust 6620,42.43,2024-04-01,2024-04-10,Wendy,9,False,True
2024-06-04,North,Tablet,11,160.37,Store B,Wholesale,0.05,Carlos,1675.8665,Cash,,0,REG101418,Cust 4092,36.05,2024-06-04,2024-06-14,Ryan,10,False,True
2023-03-30,East,Tablet,1,419.1,Store B,Wholesale,0.1,Carlos,377.1900000000001,Gift Card,SAVE10,1,REG101419,Cust 4812,38.81,2023-03-30,2023-04-06,Eric,7,False,True
2025-05-11,Central,Chair,16,305.21,Store A,Wholesale,0.1,Alice,4395.023999999999,Debit Card,SAVE10,0,REG101423,Cust 6361,33.37,2025-05-11,2025-05-19,Cameron,8,False,True
2023-12-11,North,Printer,16,438.71,Store C,Retail,0.0,Alice,7019.36,Online,,0,REG101424,Cust 4228,6.53,2023-12-11,2023-12-21,Ryan,10,False,True
2023-05-10,East,Phone,18,580.42,Store A,Wholesale,0.05,Bob,9925.182,Online,SAVE10,0,REG101426,Cust 4392,37.81,2023-05-10,2023-05-17,Eric,7,False,True
2024-06-22,Central,Monitor,18,91.55,Store C,Retail,0.1,Alice,1483.11,Debit Card,FREESHIP,0,REG101427,Cust 4404,32.54,2024-06-22,2024-06-29,Cameron,7,False,True
2025-03-29,West,Tablet,13,113.78,Store C,Wholesale,0.1,Eva,1331.226,Online,FREESHIP,0,REG101428,Cust 2981,28.07,2025-03-29,2025-04-07,Wendy,9,False,True
2023-07-04,East,Phone,6,346.86,Store C,Retail,0.05,Eva,1977.102,Gift Card,FREESHIP,0,REG101432,Cust 6600,29.18,2023-07-04,2023-07-12,Eric,8,False,True
2023-04-20,North,Desk,6,529.1,Store D,Wholesale,0.0,Eva,3174.6,Debit Card,WINTER15,0,REG101434,Cust 1563,5.13,2023-04-20,2023-04-27,Ryan,7,False,True
2024-12-16,South,Monitor,4,557.17,Store C,Wholesale,0.05,Frank,2117.246,Credit Card,,0,REG101437,Cust 4354,32.16,2024-12-16,2024-12-25,Sophie,9,False,True
2024-10-24,Central,Printer,9,459.65,Store B,Retail,0.1,Bob,3723.165,Gift Card,WINTER15,1,REG101438,Cust 1462,22.24,2024-10-24,2024-11-01,Cameron,8,False,True
2024-03-31,South,Laptop,13,428.59,Store D,Retail,0.0,Bob,5571.67,Cash,FREESHIP,0,REG101440,Cust 6542,23.89,2024-03-31,2024-04-08,Sophie,8,False,True
2023-09-20,South,Tablet,17,477.38,Store C,Retail,0.05,Alice,7709.687,Gift Card,FREESHIP,0,REG101442,Cust 4386,35.28,2023-09-20,2023-09-27,Sophie,7,False,True
2023-06-27,South,Chair,3,261.6,Store D,Retail,0.05,Diana,745.5600000000001,Cash,WINTER15,0,REG101443,Cust 6708,42.11,2023-06-27,2023-07-07,Sophie,10,False,True
2025-04-16,North,Printer,15,99.66,Store A,Wholesale,0.0,Eva,1494.9,Cash,FREESHIP,0,REG101445,Cust 3477,27.55,2025-04-16,2025-04-26,Ryan,10,False,True
2024-07-09,Central,Laptop,16,55.56,Store D,Wholesale,0.15,Frank,755.616,Cash,,1,REG101446,Cust 6646,17.81,2024-07-09,2024-07-17,Cameron,8,False,True
2025-06-23,East,Phone,20,243.47,Store A,Wholesale,0.05,Alice,4625.929999999999,Gift Card,FREESHIP,1,REG101447,Cust 4250,32.28,2025-06-23,2025-07-03,Eric,10,False,True
2024-06-09,East,Tablet,11,185.59,Store B,Retail,0.1,Carlos,1837.341,Gift Card,,0,REG101448,Cust 5351,45.19,2024-06-09,2024-06-18,Eric,9,False,True
2023-04-12,West,Chair,15,242.35,Store D,Wholesale,0.15,Diana,3089.9625,Cash,WINTER15,1,REG101451,Cust 3944,14.92,2023-04-12,2023-04-19,Wendy,7,False,True
2024-12-17,North,Desk,3,82.09,Store B,Retail,0.15,Eva,209.3295,Gift Card,WINTER15,1,REG101452,Cust 6124,12.63,2024-12-17,2024-12-26,Ryan,9,False,True
2024-09-15,East,Laptop,17,341.52,Store C,Wholesale,0.1,Eva,5225.256,Credit Card,FREESHIP,0,REG101454,Cust 1135,16.67,2024-09-15,2024-09-22,Eric,7,False,True
2023-01-02,South,Laptop,7,61.47,Store C,Retail,0.15,Eva,365.7465,Online,FREESHIP,0,REG101457,Cust 2394,14.44,2023-01-02,2023-01-12,Sophie,10,False,True
2023-10-19,North,Desk,15,434.44,Store B,Wholesale,0.0,Bob,6516.6,Debit Card,,1,REG101458,Cust 8495,33.86,2023-10-19,2023-10-28,Ryan,9,False,True
2025-01-31,North,Printer,13,223.44,Store B,Retail,0.15,Carlos,2469.012,Credit Card,,1,REG101461,Cust 5086,38.46,2025-01-31,2025-02-07,Ryan,7,False,True
2025-03-27,East,Phone,11,548.08,Store D,Wholesale,0.05,Eva,5727.436,Cash,,0,REG101462,Cust 8858,25.82,2025-03-27,2025-04-06,Eric,10,False,True
2024-12-19,Central,Laptop,15,150.15,Store C,Retail,0.0,Frank,2252.25,Online,WINTER15,0,REG101468,Cust 8054,35.94,2024-12-19,2024-12-29,Cameron,10,False,True
2025-06-30,South,Phone,20,444.77,Store B,Wholesale,0.1,Diana,8005.86,Online,,1,REG101472,Cust 5635,20.05,2025-06-30,2025-07-07,Sophie,7,False,True
2025-03-14,Central,Printer,10,212.1,Store B,Retail,0.15,Eva,1802.85,Gift Card,WINTER15,0,REG101473,Cust 4360,47.93,2025-03-14,2025-03-22,Cameron,8,False,True
2023-04-18,South,Phone,9,509.44,Store B,Retail,0.15,Eva,3897.216,Credit Card,SAVE10,0,REG101474,Cust 1624,13.0,2023-04-18,2023-04-27,Sophie,9,False,True
2024-09-11,West,Monitor,8,236.17,Store C,Wholesale,0.15,Frank,1605.956,Cash,WINTER15,0,REG101475,Cust 6593,22.88,2024-09-11,2024-09-19,Wendy,8,False,True
2023-11-21,Central,Printer,1,147.4,Store D,Retail,0.0,Carlos,147.4,Cash,SAVE10,1,REG101476,Cust 9072,40.47,2023-11-21,2023-11-28,Cameron,7,False,True
2024-02-29,West,Tablet,8,279.74,Store B,Retail,0.05,Alice,2126.024,Gift Card,FREESHIP,0,REG101477,Cust 1116,33.1,2024-02-29,2024-03-07,Wendy,7,False,True
2024-09-11,South,Tablet,9,238.32,Store C,Retail,0.0,Diana,2144.88,Cash,WINTER15,1,REG101479,Cust 5409,8.5,2024-09-11,2024-09-20,Sophie,9,False,True
2025-05-30,North,Monitor,6,159.53,Store A,Retail,0.05,Bob,909.321,Gift Card,,0,REG101481,Cust 7857,48.6,2025-05-30,2025-06-07,Ryan,8,False,True
2023-03-16,North,Monitor,17,485.3,Store D,Retail,0.15,Diana,7012.585,Cash,WINTER15,0,REG101484,Cust 8015,37.94,2023-03-16,2023-03-23,Ryan,7,False,True
2024-06-16,North,Chair,5,159.92,Store B,Wholesale,0.0,Carlos,799.5999999999999,Cash,SAVE10,0,REG101487,Cust 2905,10.86,2024-06-16,2024-06-23,Ryan,7,False,True
2025-01-28,Central,Monitor,13,447.34,Store A,Wholesale,0.05,Frank,5524.648999999999,Cash,SAVE10,0,REG101488,Cust 5777,38.93,2025-01-28,2025-02-04,Cameron,7,False,True
2024-11-27,South,Phone,13,196.8,Store B,Retail,0.1,Diana,2302.56,Cash,,0,REG101489,Cust 6695,10.12,2024-11-27,2024-12-07,Sophie,10,False,True
2024-07-21,West,Phone,16,183.62,Store A,Wholesale,0.05,Bob,2791.024,Gift Card,WINTER15,0,REG101491,Cust 7979,6.56,2024-07-21,2024-07-31,Wendy,10,False,True
2024-09-24,West,Monitor,17,527.68,Store B,Wholesale,0.0,Diana,8970.56,Gift Card,FREESHIP,0,REG101493,Cust 2516,29.19,2024-09-24,2024-10-02,Wendy,8,False,True
2025-01-14,East,Tablet,5,201.29,Store D,Wholesale,0.0,Carlos,1006.45,Online,FREESHIP,0,REG101494,Cust 6791,49.13,2025-01-14,2025-01-21,Eric,7,False,True
2024-07-27,East,Desk,1,272.5,Store A,Wholesale,0.0,Eva,272.5,Gift Card,WINTER15,0,REG101497,Cust 8981,35.56,2024-07-27,2024-08-03,Eric,7,False,True
2024-12-03,Central,Monitor,14,262.67,Store A,Retail,0.05,Carlos,3493.511,Gift Card,SAVE10,0,REG101498,Cust 1824,24.53,2024-12-03,2024-12-10,Cameron,7,False,True
